id,x,y
0,795.6333618164062,667.8194580078125
1,147.8080596923828,379.2171325683594
2,95.75228881835938,842.4468994140625
3,908.4572143554688,257.3871765136719
4,601.4031982421875,520.06396484375
5,556.4358520507812,249.82350158691406
6,96.14080047607422,650.4938354492188
7,344.5426025390625,551.172119140625
8,438.4167785644531,633.6007080078125
9,231.829833984375,905.6983032226562
10,80.30204010009766,198.4953155517578
11,792.2926025390625,246.6348114013672
12,87.13066864013672,86.39054107666016
13,905.711669921875,249.67770385742188
14,361.89044189453125,897.2108154296875
15,755.5277099609375,615.7316284179688
16,501.79815673828125,370.8121032714844
17,162.86495971679688,266.5736999511719
18,684.9252319335938,238.40541076660156
19,896.5186767578125,940.488525390625
20,289.1531982421875,801.8853149414062
21,761.9590454101562,414.8570556640625
22,671.5158081054688,287.66949462890625
23,399.9693298339844,845.0836181640625
24,742.2881469726562,456.6553649902344
25,345.1246032714844,165.43536376953125
26,735.9639892578125,59.15068817138672
27,240.92349243164062,599.9119262695312
28,223.49180603027344,64.80435943603516
29,943.1484375,181.36903381347656
30,8.64750862121582,277.1701965332031
31,328.7034912109375,692.9169921875
32,882.256591796875,702.2455444335938
33,290.42889404296875,86.56575775146484
34,891.9261474609375,206.93052673339844
35,486.7222900390625,206.8112335205078
36,938.27734375,984.8359375
37,989.157958984375,870.8404541015625
38,392.42572021484375,331.3705749511719
39,743.335693359375,922.1019287109375
40,199.8496551513672,597.5198974609375
41,845.8284301757812,703.2484130859375
42,179.91900634765625,516.2161254882812
43,466.3591003417969,395.3144226074219
44,443.71661376953125,905.0032348632812
45,493.5970458984375,821.302978515625
46,269.845947265625,983.29248046875
47,792.2955322265625,260.3219299316406
48,688.6024169921875,734.0383911132812
49,639.0096435546875,62.533470153808594
