id,x,y
0,491.9232177734375,224.06466674804688
1,338.3781433105469,135.43728637695312
2,86.39196014404297,652.5873413085938
3,608.326416015625,847.151611328125
4,319.61279296875,149.20120239257812
5,914.2522583007812,873.7653198242188
6,808.1093139648438,637.3451538085938
7,621.6019287109375,709.9754028320312
8,595.29052734375,176.90847778320312
9,364.8004455566406,328.24951171875
10,129.74835205078125,628.564453125
11,168.62384033203125,266.5416564941406
12,672.9306640625,75.69396209716797
13,884.9470825195312,74.14088439941406
14,744.6427001953125,92.4487533569336
15,506.6416015625,202.4681854248047
16,173.5082550048828,625.5933227539062
17,251.42124938964844,233.95315551757812
18,3.452824831008911,309.6138000488281
19,177.1690216064453,633.6065673828125
20,531.427001953125,742.1559448242188
21,464.8032531738281,353.72393798828125
22,683.8365478515625,823.9540405273438
23,985.0960693359375,408.8243408203125
24,895.2908935546875,120.73323822021484
25,402.9734191894531,958.6475219726562
26,901.7875366210938,148.27366638183594
27,403.56256103515625,809.284912109375
28,196.40635681152344,39.73916244506836
29,474.2009582519531,469.55950927734375
30,210.592529296875,473.98992919921875
31,265.37646484375,403.5066223144531
32,544.8378295898438,275.2139587402344
33,997.3060302734375,520.9212036132812
34,434.8846435546875,144.50326538085938
35,80.80986785888672,846.2639770507812
36,614.92041015625,266.0775146484375
37,645.7540283203125,616.0736694335938
38,569.0242309570312,740.0458374023438
39,815.8810424804688,810.75048828125
40,563.728271484375,168.28506469726562
41,92.63978576660156,866.4606323242188
42,627.4161376953125,445.393798828125
43,408.8340148925781,173.9351348876953
44,46.14632797241211,613.1145629882812
45,210.85121154785156,487.360595703125
46,42.2995719909668,744.1964111328125
47,259.2403259277344,790.5639038085938
48,543.8171997070312,988.3336181640625
49,270.1966857910156,277.4871826171875
