id,x,y
0,622.6060180664062,99.765380859375
1,269.37725830078125,18.63800811767578
2,60.4257698059082,143.0845947265625
3,473.50030517578125,266.3309631347656
4,597.07763671875,941.5167236328125
5,260.8332824707031,307.7188720703125
6,385.0179748535156,617.6892700195312
7,407.36444091796875,883.5507202148438
8,584.9896850585938,116.88754272460938
9,777.0109252929688,653.8344116210938
10,173.1941375732422,108.22833251953125
11,300.0634460449219,772.9512329101562
12,355.6482238769531,437.065185546875
13,202.21444702148438,875.1631469726562
14,540.2938232421875,391.71929931640625
15,71.88763427734375,962.7952270507812
16,271.1998291015625,690.6968383789062
17,91.36882781982422,836.9429931640625
18,923.2488403320312,274.28692626953125
19,9.035028457641602,136.43035888671875
20,441.7186279296875,197.71524047851562
21,685.5941162109375,393.8665771484375
22,664.763427734375,682.8103637695312
23,483.369140625,225.3855743408203
24,249.20851135253906,891.6940307617188
25,538.838623046875,719.6666870117188
26,342.99395751953125,836.7125854492188
27,373.5655212402344,725.8709716796875
28,206.79248046875,59.75273513793945
29,363.7015686035156,267.6873474121094
30,525.0413818359375,981.882568359375
31,801.4620361328125,833.8910522460938
32,242.09849548339844,429.7989196777344
33,585.50732421875,782.5242309570312
34,95.59501647949219,111.73344421386719
35,563.6434936523438,342.48828125
36,575.8139038085938,405.3116455078125
37,230.8666229248047,660.0517578125
38,466.2937927246094,700.3560791015625
39,62.62369155883789,386.0832824707031
40,944.2374267578125,717.2169799804688
41,44.724788665771484,555.60498046875
42,681.3397216796875,407.3206787109375
43,90.91979217529297,866.3504638671875
44,784.288818359375,80.15423583984375
45,991.9569702148438,115.85806274414062
46,531.8222045898438,842.2713012695312
47,898.0687255859375,479.52471923828125
48,271.0529479980469,394.2490539550781
49,375.1446228027344,648.2639770507812
