id,x,y
0,765.63671875,43.564212799072266
1,246.99514770507812,787.8408203125
2,560.725341796875,592.5042114257812
3,821.5897216796875,984.2943115234375
4,416.0676574707031,274.53948974609375
5,651.4328002929688,215.98654174804688
6,412.8323059082031,211.33538818359375
7,60.14152145385742,308.6870422363281
8,292.5225524902344,375.82763671875
9,938.488525390625,99.9477310180664
10,623.8327026367188,651.8192138671875
11,110.26548767089844,785.7216186523438
12,733.592041015625,789.135986328125
13,901.6056518554688,590.1525268554688
14,749.8219604492188,916.0717163085938
15,305.4781188964844,917.3422241210938
16,263.12799072265625,229.1739501953125
17,781.4015502929688,698.4077758789062
18,362.8425598144531,916.2554931640625
19,742.4244995117188,594.1263427734375
