id,x,y
0,499.44976806640625,979.895263671875
1,50.73786163330078,720.179931640625
2,224.67991638183594,981.708740234375
3,115.59053802490234,943.5771484375
4,964.3150024414062,281.5032958984375
5,754.3820190429688,207.03382873535156
6,155.35003662109375,508.3194580078125
7,525.501708984375,820.2037963867188
8,327.48406982421875,299.83380126953125
9,619.4347534179688,923.2953491210938
10,682.7766723632812,714.60400390625
11,716.1475219726562,601.8854370117188
12,577.41748046875,906.6978149414062
13,670.7471313476562,72.85598754882812
14,838.0426635742188,627.2033081054688
15,278.0391845703125,924.53515625
16,953.127197265625,900.2251586914062
17,728.2201538085938,201.23353576660156
18,748.2127685546875,111.67288970947266
19,337.4757080078125,677.2153930664062
20,161.600341796875,246.40301513671875
21,207.85975646972656,233.93719482421875
22,645.77685546875,508.60546875
23,476.2604675292969,731.5617065429688
24,229.16131591796875,448.9012451171875
25,557.7339477539062,77.21391296386719
26,678.1416015625,807.719482421875
27,691.4002075195312,94.91729736328125
28,257.8904113769531,748.298583984375
29,768.0869140625,939.6909790039062
30,695.4820556640625,818.8118896484375
31,687.4014892578125,538.3591918945312
32,636.9560546875,285.62591552734375
33,90.96874237060547,795.6007080078125
34,843.208740234375,589.0037841796875
35,293.238037109375,782.0555419921875
36,894.8831787109375,424.02703857421875
37,790.6522216796875,36.76229476928711
38,654.8380737304688,196.1062774658203
39,574.8616943359375,535.37060546875
40,243.06082153320312,13.528121948242188
41,36.949920654296875,921.1942749023438
42,769.3717651367188,569.4970703125
43,327.61016845703125,706.1143188476562
44,972.5150756835938,662.5382690429688
45,273.82470703125,825.5693359375
46,601.245849609375,932.595703125
47,939.6836547851562,695.3011474609375
48,303.1304016113281,727.2911376953125
49,142.1828155517578,66.24182891845703
50,588.1150512695312,988.503662109375
51,822.7833251953125,71.0164566040039
52,89.82532501220703,422.9928283691406
53,629.5142211914062,184.95257568359375
54,904.861083984375,24.438583374023438
55,976.477783203125,275.1092834472656
56,950.5079345703125,264.044189453125
57,346.33154296875,649.3482055664062
58,887.7188720703125,109.9378890991211
59,753.4246215820312,969.037109375
60,211.5390167236328,434.9596252441406
61,191.07611083984375,185.0119171142578
62,363.8743896484375,271.4702453613281
63,912.1085205078125,101.37335205078125
64,223.71969604492188,438.0360412597656
65,561.0525512695312,3.990551471710205
66,608.458740234375,644.6981811523438
67,318.41796875,862.1746215820312
68,927.621826171875,908.5565795898438
69,305.4945983886719,398.5286865234375
70,597.5553588867188,776.850830078125
71,33.16806411743164,75.25885772705078
72,436.9466552734375,331.7129821777344
73,644.9470825195312,817.5154418945312
74,494.0177001953125,883.4520263671875
75,960.0946655273438,955.5934448242188
76,151.3733367919922,953.8952026367188
77,890.88916015625,75.31071472167969
78,289.2477111816406,565.70361328125
79,114.14563751220703,531.2713623046875
80,762.5297241210938,876.7042846679688
81,21.2928409576416,673.1613159179688
82,508.4248352050781,22.200164794921875
83,113.5002670288086,295.44403076171875
84,940.9471435546875,663.6682739257812
85,641.2486572265625,706.0631103515625
86,400.087890625,316.86175537109375
87,571.7041015625,762.1632080078125
88,771.9609985351562,845.7857666015625
89,560.5828857421875,163.37936401367188
90,67.36749267578125,582.6162719726562
91,9.814640998840332,603.4669799804688
92,564.9096069335938,763.4236450195312
93,998.2786865234375,541.0999145507812
94,824.2721557617188,402.08734130859375
95,822.4071044921875,547.837646484375
96,316.0400695800781,38.86473083496094
97,640.4409790039062,421.1770324707031
98,150.9217987060547,703.9801635742188
99,3.085705041885376,342.4059143066406
