id,x,y
0,792.7299194335938,770.15625
1,452.77496337890625,454.36407470703125
2,329.88726806640625,528.5167236328125
3,495.9444885253906,520.9041137695312
4,343.6167297363281,998.6533813476562
5,574.7423095703125,986.1514282226562
6,697.3333129882812,134.44178771972656
7,954.5341186523438,403.8136291503906
8,703.0060424804688,338.00860595703125
9,818.5647583007812,108.4512939453125
10,954.5325317382812,857.361572265625
11,99.51963806152344,611.1910400390625
12,842.7315673828125,34.5429573059082
13,382.454833984375,161.98170471191406
14,962.8600463867188,503.10809326171875
15,860.4022827148438,973.0674438476562
16,92.15946960449219,465.7957763671875
17,560.3381958007812,604.5608520507812
18,209.03712463378906,813.98095703125
19,851.486328125,99.11480712890625
20,744.436279296875,341.6741027832031
21,15.107306480407715,510.4013977050781
22,927.6763305664062,49.01578903198242
23,750.3908081054688,124.68074035644531
24,671.5239868164062,208.79107666015625
25,333.62322998046875,18.53225326538086
26,2.9732632637023926,832.5780639648438
27,627.5263061523438,555.5435180664062
28,376.3388977050781,980.2952880859375
29,13.997900009155273,246.60073852539062
30,708.9865112304688,522.2294921875
31,70.3675765991211,633.4407958984375
32,362.6202697753906,375.54241943359375
33,417.7174072265625,621.640625
34,113.06639862060547,692.8650512695312
35,674.9119262695312,88.80343627929688
36,124.96096801757812,296.2625732421875
37,840.41162109375,212.4142303466797
38,661.5692749023438,827.344970703125
39,872.9074096679688,133.3690948486328
40,118.39144897460938,415.6088562011719
41,614.4976806640625,130.16595458984375
42,41.36492919921875,140.70803833007812
43,853.8502197265625,875.08740234375
44,661.1226196289062,296.74810791015625
45,996.3475341796875,845.4254760742188
46,934.1466674804688,860.0126342773438
47,9.754251480102539,45.270843505859375
48,359.03997802734375,65.83843994140625
49,224.4451446533203,592.4024047851562
50,10.678569793701172,212.41836547851562
51,942.5265502929688,411.1591796875
52,777.698486328125,355.4290466308594
53,582.26025390625,333.8846435546875
54,113.100830078125,87.1053695678711
55,770.4520874023438,6.838762283325195
56,82.2347412109375,171.92178344726562
57,661.1117553710938,193.51614379882812
58,5.014523983001709,667.1929321289062
59,673.117431640625,857.2077026367188
60,655.9165649414062,712.1974487304688
61,375.2795715332031,769.9506225585938
62,809.797607421875,748.4811401367188
63,527.788330078125,475.63153076171875
64,300.90753173828125,627.3099975585938
65,966.7898559570312,994.7939453125
66,449.01416015625,926.5599365234375
67,643.9898071289062,667.6239624023438
68,359.2286682128906,676.7333374023438
69,822.1297607421875,370.2708740234375
70,110.9571762084961,665.8396606445312
71,879.161865234375,652.5578002929688
72,846.755126953125,419.26123046875
73,964.6520385742188,817.3783569335938
74,852.619140625,287.89227294921875
75,972.3334350585938,14.89780044555664
76,394.93890380859375,54.602142333984375
77,890.508544921875,706.2391357421875
78,769.300048828125,441.7625732421875
79,370.5954284667969,436.3299865722656
80,888.8750610351562,57.28445053100586
81,873.10986328125,802.1864624023438
82,226.17677307128906,251.57839965820312
83,855.695068359375,536.6417846679688
84,278.02423095703125,455.6686096191406
85,951.5528564453125,319.6642150878906
86,699.3275146484375,922.8871459960938
87,870.8262329101562,217.73675537109375
88,995.6609497070312,769.4573364257812
89,15.675325393676758,990.905029296875
90,967.1277465820312,901.5093383789062
91,193.14649963378906,499.4989013671875
92,223.23989868164062,982.6264038085938
93,705.2847900390625,26.900903701782227
94,600.6541137695312,371.6831970214844
95,779.317138671875,655.1896362304688
96,370.5619201660156,762.6983032226562
97,287.2856140136719,113.65770721435547
98,355.83673095703125,141.10108947753906
99,221.64129638671875,159.96693420410156
